Tweet,Sentiment,
Breathing is another reason why not to hand the Govt a blank-cheque Brexit. Caroline Lucas sits on this committee Govt is refusing to heed:,0,
It's a strong Lab seat but Keir Starmer needs a strong Green challenge on the Brexit shambles that he's been trying to duct tape up today.,0,
"Well done Ealing Greens for getting pledges on PR, Brexit and Heathrow and leading a strong challenge in the nearby seats. Grown up politics ",0,
Worth saving this to read on the tube/bus. @AdamRamsay on the N Irish loophole used to hide Brexit campaign funds: https://www.opendemocracy.net/uk/peter-geoghegan-adam-ramsay/you-aren-t-allowed-to-know-who-paid-for-key-leave-campaign-adverts,0,
Live stream of tonight's @CompassOffice post-brexit vote alliance building meeting from 6.30: https://m.youtube.com/watch?v=UHKkHacqX3E&amp;layout=mobile&amp;client=mv-google #ProgressiveAlliance,2,
"I don't agree there was any clarify about what Brexit would mean, especially from the Leave campaign in fact",0,
that is a fair enough position and part of the idea is to negotiate the least right wing Brexit option to consider!,1,
"My thoughts - whoever leads us we must make a case for fair Brexit, a safe London for everyone and a new democracy: http://www.sianberry.london/news/your-london/2016-06-26-after-the-vote-lets-come-together/",0,
So Brexit means now we *can* zero-rate tampons for VAT and apply ethical criteria to public sector procurement?,0,
1m foodbank parcels. 5m kids in poverty. Hollowed out economy. Brexit omnishambles. Pre-emptive nuke strikes. “Coalition of chaos”?,0,
PM is cosying up to Saudi Arabia to get a trade deal after Brexit. Will she mention Yemen war crimes during visit? https://www.theguardian.com/world/2017/apr/02/met-police-examine-allegations-saudi-arabia-war-crimes-yemen,0,
Only a few hours in & PMs Brexit plan is already falling apart. http://www.independent.co.uk/news/uk/politics/brexit-article-50-angela-merkel-rejects-theresa-may-parallel-talks-a7656506.html,0,
Reject Theresa May’s extreme Brexit. Join me and others from @TheGreenParty to March for Europe today! https://my.greenparty.org.uk/sites/all/modules/civicrm/extern/url.php?u=289420&amp;qid=32677902,0,
"Absolutely right to reject ""take it or leave it"" #Brexit. Country must not be a hostage to PM's poor decisions.",0,
Increasingly clear that an extreme Brexit makes Britain vulnerable to an extreme US President,0,
Theresa May has no mandate to pursue extreme Brexit https://www.theguardian.com/politics/2017/jan/21/cross-party-mps-group-plots-to-halt-extreme-brexit,0,
It’s right we hold people to account over Brexit. So where’s the £350m a week promised by cabinet members for NHS? http://www.telegraph.co.uk/news/2017/01/05/bank-england-admits-michael-fish-moment-dire-brexit-predictions/,0,
Oops! Who is going to point out that Brexit hasn’t happened yet?,0,
If Labour were serious about opposing a hard Brexit it would not have voted to trigger Article 50 by March,0,
"Great question from @CarolineLucas about whether Govt's silence over #Brexit is ""arrogance or incompetence""? #PMQs",0,
"Growing realisation of what Brexit means for living standards. There must be a proper scrutiny, debate and vote in Parliament: ",0,
"must fight 4 important rights b4 + during negotiations. Once Brexit terms clear, UK needs a say through 2nd ref.",0,
"Intentions of Tories with regard to environment, climate change and green industry post Brexit are made clear ",0,
Tories privatising under cover of Brexit as short term ‘fix’ for economic incompetance. Will leave us all poorer. http://www.independent.co.uk/news/uk/home-news/land-registry-privatisation-government-brexit-chaos-a7115461.html,0,
"Whole world wondering how those so incompetent they had no plan after Brexit, might now be given control of country ",0,
With @CarolineLucas listening to concerns from SME Bellagio Stone about impact of Brexit #GreenerIn,0,
"FM: ""Ruth Davidson has managed to have several positions on Brexit, all by herself."" #FMQs",0,
"If Theresa May is so confident of her hard Brexit, pro-austerity, anti-immigration case then why won’t she debate @NicolaSturgeon? #PMQs",0,
"Backing Brexit at any cost to supporting austerity, some of the things Ruth Davidson would rather you didn't know. ",2,
" The people of Scotland should have the final say on our future, once Brexit terms are clear. Back #ScotRef today: https://goo.gl/VyxvyF",0,
" @nytimes: After ‘Brexit,’ Scotland Lays a Path to Another Independence Vote https://nyti.ms/2nIh9Q5 #ScotRef",0,
"FM: ""People do not want Tory Brexit - the question is what are we going to do to protect people from Tory Brexit?"" #FMQs",0,
Read more about the Tory Brexit power grab - in just 200 words. https://www.snp.org/the_tory_brexit_power_grab_in_200_words #FMQs,0,
"Scotland should have the final choice, when the Brexit terms are clear. If you agree, sign the #ScotRef pledge: https://www.ref.scot/pledge",2,
"FM: ""When the nature of the change made inevitable by Brexit becomes clear, it should not be imposed upon us."" #ScotRef",2,
The UK government are pushing forward with triggering #Article50 &amp; a hard Brexit with only the support of one Scottish MP. #bbcqt,0,
".@AlexSalmond: ""The attitude from the UK government towards the devolved administrations on Brexit has been nothing but contemptuous"" #bbcqt",0,
"Independent analysis done suggests that 80,000 jobs are at risk due to the Tories' hard Brexit obsession. #bbcqt",0,
" #ScotRef should be held, once terms of the Brexit are clear but before it’s too late to change course. Read more. ",0,
FACT CHECK: the EU & UK agree that terms of Brexit will be known Autumn 2018. Get the facts: https://www.snp.org/timing_of_scotlands_referendum_in_200_words #RepScotDebate #ScotRef,2,
@NicolaSturgeon: Tories must not block Scotland having a choice between a hard Brexit and independence. #ScotRef,0,
" FM: “Having sunk the ship with Brexit, they’re trying to puncture Scotland’s lifeboat as well.” #ScotRef",0,
FACT CHECK: People should have a choice when terms of Brexit known &amp; before it's too late to change course. #ScotRef https://www.snp.org/pb_when_will_you_hold_a_referendum,0,
FM: I was elected a year ago on a manifesto commitment that said we should have the right to a referendum in the event of Brexit #FMQs,0,
FM: Yesterday David Davis told us they hadn't even bothered to do an analysis of the costs of a hard Brexit. #FMQs,0,
FM: Ruth Davidson knows that Brexit will be a disaster - we know that because she told us. #FMQs,0,
"Brexit, opposing the Rape Clause and defending the rights of EU nationals: The SNP's Week In Westminster https://storify.com/theSNP/brexit-opposing-rape-clause-defending-eu-nationals",2,
"FM: ""The biggest risk to recruitment to our public services right now is Brexit."" #FMQs",0,
"FM: ""Scotland should have the right to choose between Brexit - possibly a very hard Brexit - or becoming an independent country"" #ScotRef",0,
".@AlexSalmond ""Treasury estimates put a hard Brexit cost at £50bn a year in tax revenue"". #bbcqt",0,
Tune to BBC One to watch @AlexSalmond discussing Brexit on #bbcqt http://www.bbc.co.uk/iplayer/live/bbcone,0,
.@FionaHyslop: 8 days to go &amp; none the wiser of the content of the #Brexit letter that will take Scotland out the EU #RepScotDebate #ScotRef,0,
FM: The choice must be informed. That means it should not happen before the terms of Brexit are known. #ScotRef,0,
"FM: As a result of the #Brexit vote, we know that change is now inevitable. #ScotRef",0,
NS: We put forward compromise proposals...all of those were rebuffed. We were met with a brick wall of intransigence. #Peston #SNP17 #Brexit,0,
"NS: I want people in Scotland to have an informed choice - informed about implications of #Brexit, and informed about independence. #Ridge",0,
"KB: Scotland can choose a different path than the one Brexit offers, a future where we can build a progressive &amp; successful country. #SNP17",0,
KB: Then Ruth Davidson told us that Brexit would be a disaster for Scotland but now she is cheerleader in chief for that path. #SNP17,0,
"KB: Tories might think casting aside the jobs of 80,000 families is a price worth paying for their Brexit dreams, but we don’t agree. #SNP17",0,
KB: The Fraser of Allander Institute has warned that the Tory’s Brexit plans could result in Scotland’s GDP being over 5% lower. #SNP17,0,
KB: We now face a hard Brexit from a hard right Tory Government &amp; all the damage that will cause to jobs and the economy of Scotland. #SNP17,0,
SR: It’s a choice that needs to be put before the people of Scotland when the shape of Brexit is known. #SNP17,0,
SR: You could guarantee the rights of EU nationals & stop using them as bargaining chips in your desperate hard Brexit negotiations. #SNP17,0,
DFM: It is about giving the people of Scotland a choice when the outcome of Brexit is clear. #r4today #ScotRef,0,
Read in just 200 words about the Tory Brexit power grab. #bbcqt,2,
FM: It's part of my job to protect Scotland from the prospect of a hard Tory Brexit. #FMQs,0,
" @AngusRobertson ""The SNP are not prepared to write Theresa May and the Tories a blank cheque for a Hard Brexit."" #Brexit ",0,
@NicolaSturgeon: The Tories must make clear that there will be no Westminster power grab or cash grab following #Brexit.,0,
The EU is ready to consider a differentiated #Brexit deal that would keep Scotland in the single market. Read more: https://storify.com/theSNP/scotland-in-europe,0,
"#Brexit: Scotland opposed it, Westminster imposed it. #bbcqt",0,
A hard Tory #Brexit will mean working longer and retiring later. Here's why the single market is important: http://www.snp.org/the_single_market_explained,0,
Westminster just voted for #Article50. Scotland didn't vote for a hard Tory #Brexit Agree? Pledge your support. http://www.snp.org/make_scotlands_voice_heard,0,
" @AngusRobertson: ""@theresa_may promised a UK-wide approach to Brexit, will she keep her word to Scotland?"" #Article50 #PMQs",0,
"Scotland didn't vote for hard Tory #Brexit. Scotland's voice must be heard. If you agree, pledge your support. http://www.snp.org/make_scotlands_voice_heard",0,
2016 was a year of Tory broken promises on #Brexit - now Tories are trying to rewrite history. See Ruth Davidson's own personal u-turn.,0,
" @AngusRobertson: ""What Scottish priorities did Theresa May raise at the European Summit?"" The answer, none. #Brexit ",0,
"#Brexit: Scotland opposed, but Westminster is imposing it. Scotland’s voice must be heard. Pledge your support. http://www.snp.org/make_scotlands_voice_heard",0,
Time is now fast running out for the Tories to show how they intend to respect Scotland’s interests. #Brexit,0,
".@AngusRobertson ""It is possible to be in the Single Market, without hard borders and retain free movement of people."" #Brexit ",0,
A Tory hard #Brexit is not the only choice. Theresa May must listen to the people of Scotland who voted to remain within the EU. #Article50,0,
"""Time is now fast running out for the UK Government."" @NicolaSturgeon comments on today's JMC &amp; meeting with Theresa May. #Brexit ",0,
@NicolaSturgeon to Theresa May on #Brexit: live up to your promises to Scotland. http://www.snp.org/sturgeon_may_brexit_jmc_scotland,0,
"On an issue as big as Brexit, the UK government's bill on #Article50 is a page long. That is unacceptable. #bbcqt",0,
".@AngusRobertson ""In Scotland we produced a 650 page White Paper, on a decision as big as Brexit, we deserve that kind of clarity."" #bbcqt",0,
" @Feorlean: ""Do we want to have our future direction determined by an increasingly right-wing, reckless hard Brexit Tory party?"" ",0,
Brexit is a political decision which Scottish Parliament must be consulted on #Article50 If you agree sign here: http://www.snp.org/make_scotlands_voice_heard,0,
New poll: over half of Scots believe #Brexit will damage our economy. Just 15% believe it will improve. 1/4,0,
"The loss of 80,000 jobs is not a price worth paying for hard Brexit. #PMQs If you agree, sign our pledge: http://www.snp.org/make_scotlands_voice_heard",0,
"It's clear the UK is heading for a hard #Brexit, which threatens to be economically catastrophic. Here's what Theresa May said pre-#EUref.",0,
".@NicolaSturgeon on Theresa May's #Brexit speech: ""The Tory Government cannot be allowed to act against Scotland’s wishes"". ",0,
RT if you agree: Scotland should not be dragged out of the single market by a hard Tory Brexit that puts jobs and workers rights at risk.,0,
"As Labour abandon their principles, only the SNP has a plan to protect 80,000 jobs a hard Tory #Brexit puts at risk. http://www.snp.org/scotland_brexit_plan_what_you_need_to_know",0,
NS: I’m not going to sit back while Scotland is driven off a hard #Brexit cliff-edge. #marr,0,
It's 2017 & the Tory #Brexit shambles continues. By contrast @scotgov has a plan to protect our place in Europe. http://www.snp.org/scotland_brexit_plan_what_you_need_to_know,0,
2016 has been a year of Tory broken promises on #Brexit. Here's how.,0,
The world is watching: here's just some of the international reaction to the @scotgov's #Brexit plan.,0,
Today @NicolaSturgeon published 'Scotland's Place in Europe' - the first plan anywhere in UK for dealing with #Brexit.,0,
.@AngusRobertson calls on Theresa May to commit to incorporating the priorities of the Scottish Government in the #Brexit process.,0,
"""The ball is now in their court."" @NicolaSturgeon writes ahead of @scotgov #Brexit plan publication on Tuesday. http://www.snp.org/scotland_will_unveil_its_brexit_plan_on_tuesday",0,
Watch: what Ruth Davidson really said on the single market and #Brexit after the EU referendum - and what she says now.,2,
The Great Tory Brexit Sell-out: from principled post-referendum position to support for a hard #Brexit.,0,
Tonight Labour MPs voted to give the UK government a blank cheque for a hard #Brexit.,0,
Labour's motion effectively backs Tories moves towards Hard #Brexit &amp; the Tory amendment fails to recognise the rights of devolved govts,0,
@NicolaSturgeon set out her response to #Brexit in the #Seanad &amp; found new support for Scottish independence.,0,
The Tory #Brexit con: £225m per week in extra borrowing &amp; not a penny more for the NHS. #FMQs,0,
"Lower tax revenues, lower growth, higher inflation & borrowing: @DerekMackaySNP on the Chancellor's #Brexit bombshell #AutumnStatement.",0,
The @scotgov will intervene in the #Brexit court case to ensure Scotland's voice is heard. Here are the facts. http://www.snp.org/high_court_brexit_ruling_what_it_means,0,
.@NicolaSturgeon: the UK government must respect devolved nations on #Brexit. http://www.snp.org/respect_devolved_nations_brexit,0,
"Higher prices in shops, more expensive holidays & less money for public services. How #Brexit could affect you: http://www.snp.org/5_ways_brexit_could_affect_you",0,
.@NicolaSturgeon on today's #Brexit High Court ruling.,0,
FM: Boris Johnson yesterday said Brexit would be a Titanic success. It's probably the truest thing he's said in a long time #FMQs,0,
FM: Michael Russell tried to phone the Brexit hotline we were promised. It took 36 hours to get an answer. #FMQs,0,
We will work to build an all-Scotland coalition against a hard #Brexit. Read more here. http://www.snp.org/taking_action_to_ensure_scotland_s_place_in_the_eu,0,
Secret tapes have highlighted @theresa_may's real view of #Brexit. Here's a reminder of what the Tory leadership said pre-#EUref.,0,
The Tories are seeking special arrangements after #Brexit for parts of the UK economy but not Scotland. Read more: http://www.snp.org/except_for_voters_in_scotland_brexit,0,
".@AlexSalmond: ""The PM has told us for weeks that 'Brexit means Brexit', but has never actually explained what Brexit means"". #bbcqt",0,
Here’s of a reminder what the Tories said about #Brexit before the #EUref - and what they’re saying now. #CPC16,0,
RT if you agree with @KeithBrownSNP: 'Tories must answer key questions on #Brexit.' #ScoEU,0,
JC: It is left to the SNP to interrogate Theresa May on Brexit. #bbcqt,2,
".@AngusRobertson asks for answers on visa free travel &amp; true cost of Brexit, but yet again PM has no answers. #PMQs",0,
The impact of leaving the single market is getting clearer but the Tories #Brexit plan isn't. Read more. http://www.snp.org/the_single_market_explained,0,
.@AngusRobertson sets out the many questions Theresa May can’t answer on #Brexit.,0,
".@StephenGethins ""It is a mark of an irresponsible Government... that we still know nothing more about the phrase 'Brexit means Brexit'.""",0,
.@NicolaSturgeon: It really does beggar belief that Tories are no further forward in setting out the detail of what #Brexit actually means.,0,
It's been 10 weeks since #EUref &amp; the Tories still don't have a #Brexit plan. Here's what they haven't explained:,0,
Scotland’s finances: economic recovery in the EU or economic retreat with #Brexit. Here's what you need to know.,0,
.@NicolaSturgeon: What the #Brexit vote means is the argument some have used - that the UK is a safe harbour - is no longer true. #ScoEU,0,
What the Tories aren't telling you about #Brexit. Find out more: http://www.snp.org/brexit_what_the_uk_government_hasn_t_explained #ScoEU,0,
Tory Brexit uncertainty threatens £6bn of funding for Scotland. http://www.dailyrecord.co.uk/news/politics/brexit-could-cost-scots-6bn-8605369#1oLje97qG0dRoZub.97 #ScoEU,2,
.@NicolaSturgeon has announced a £100m post-Brexit economic stimulus plan. Read more: http://www.snp.org/action_to_protect_scotland_economy_post_brexit #ScoEU,2,
#Brexit: here’s a summary of what the UK Government still hasn’t explained: http://www.snp.org/brexit_what_the_uk_government_hasn_t_explained #ScoEU,2,
".@AngusRobertson: Theresa May ""will plough on with Brexit regardless of the fact that Scotland that voted to remain in the EU"" #PMQs",0,
"Scotland, Wales & NI Finance Ministers letter to Chancellor calling for urgent #Brexit talks http://news.scotland.gov.uk/News/Finance-ministers-meeting-265d.aspx",0,
".@NicolaSturgeon says on #Brexit: ""This Parliament and this government should be heard every step of the way."" #FMQs",0,
"NS: The UK government did not plan for #Brexit - ""That, frankly, is unforgivable."" #FMQs",0,
NS: What certain governments said yesterday is that #Brexit negotiations should be with the UK. That is a simple statement of fact. #FMQs,0,
.@NicolaSturgeon: Brexit campaign is a bid for a right-wing Tory takeover. #VoteRemain in the #EUref this Thursday.,0,
FACT CHECK: Brexit would mean our seas would still be affected by EU fisheries policy but we'd have no say in its future. #EURef #VoteRemain,0,
".@AlexSalmond: #Brexit means taking back control ""for the most right-wing govt since Margaret Thatcher.” #VoteRemain",0,
So while some Labour types actually suggest voting Tory. The reality of a hard Tory #Brexit becomes clear. #VoteSNP in #GE17,1,
This is rubbish. No-one is uniting behind the Tories and their ill-prepared #brexit plans. #VoteSNP #ScotRef,0,
"£500 million on passports, pounds, shillings & pence and a war with Spain! What a miserable hard Tory #brexit future. Time for #ScotRef.",0,
Listening to Theresa May I'm now certain now is not the time for Scotland to remain part of a hard tory #brexit UK. #ScotRef,0,
No clue doesn't even begin to describe #brexit. It's time for #ScotRef,0,
The hard Tory #brexit will sell out Scottish fishing &amp; agriculture... again. And steal powers from Scotland.,0,
your Party rolled over and signed a Brexit blank cheque for the Tories. Labour have nothing to contribute to this debate.,0,
"The UK government's lack of a credible plan for Brexit in their white paper, is an act wilful economic vandalism. #Brexit #Article50",0,
"No plan, no detail and a wilful ignorance of the damage to trade and jobs. This is how a hard Tory #Brexit will happen. ",0,
"Another capitulation from Labour. No fight, no interest in defending ordinary people, no clue. #brexit ",0,
Useless performance by May in response to questions from @AngusRobertson Tory #brexit plan appears now to be making stuff up &amp; daft slogans.,0,
Now the #brexit Tories want cities to end European Capital of Culture bids. What a petty minded idea. We must stop this UK isolationism,0,
By confirming the UK Govt will use perogative powers & by-pass Parliament for a damaging #brexit tells us they still don't have a plan.,0,
"The UK say @NicolaSturgeon is ""undermining"" their #Brexit negotiations! That's impossible given the UK doesn't know what #Brexit means!",0,
"Today I heard first hand how #Brexit is already affecting local business, @worldofcyclesuk - confirming the need for access to #singlemarket",2,
"A ""hard brexit"" puts single market access &amp; free movement for Scots at risk. Confirming brexiteers have no idea of the damage Brexit will do ",0,
"Pathetic answer from David Davies, the brexit minister to questions from @StephenGethins. These Tories simply don't know what brexit means.",0,
#Brexit campaigners now need to be held to account for this economic vandalism. Scotland must stay IN the EU.,0,
"No guarantee from Osborne that, after #Brexit welfare budgets won't be cut further. Instead the rent-a-quote attack on Scotland and @theSNP",0,
Scores of Tory MPs standing to attack their own Europe Minister. Utterly obsessed with Brexit and completely out of touch with reality.,0,
This hard Tory #Brexit is a kick in the teeth to those that voted Leave believing they would be offered an EEA/EEFA style deal.,0,
"Three non-EU countries, including Norway, access the EU Single Market via EFTA/EEA. Scotland needs this not the threatened hard Tory Brexit! ",0,
"That the Tories are attacking @BBCNews over the ""no UK #brexit plan memo"" would confirm to me that it is true. ",0,
My article in @CityAM on the risks of #brexit to financial services -particularly clearing - in the UK.http://www.cityam.com/253135/governments-brexit-complacency-threatens-all-financial,0,
That #brexit minister David Davis attacks the opposition rather than explain the UK's negotiating position confirms the weakness of his case,0,
"Prime Minister suggests MPs discussing ""high level principles"" over #Brexit. This translates as the UK has no clue over #Brexit detail.",0,
"Very pleased to be interviewed by @Edbowsher on @ShareRadioUK today on #Brexit, QE, the Autumn Statement and productivity.",2,
"If anyone doubted that a Tory #Brexit would be anything other than a ""hard brexit"" &amp; a damaging end to the single market, think again. ",0,
After a barnstorming #Brexit speech by @StephenGethins the UK Govt was excoriated by Ken Clark. The failure of a #Brexit plan is obscene,0,
With the Tories in turmoil over #Brexit Tory MSP deflects attention by criticising @theSNP for sticking to it's principles!,0,
"The Tories see a chance to move the UK to the right, force through a hard Brexit and impose deeper cuts. Let's stand up for Scotland. #GE17",0,
PM v clear to me in meeting that she intended terms of Brexit - exit &amp; future deal - to be clear before UK leaves &amp; in time for ratification,0,
"One last point - if PM thinks we won't know terms of Brexit by autumn next year, she must think her own timetable will fail.",0,
"3/3 If the Tories refuse to do so, they would effectively be blocking Scotland's right to choose when the Brexit terms clear...",0,
.@scotgov is not proposing #scotref now...but when the terms of Brexit clear and before it is too late to choose an alternative path. 1/4,0,
This is quite something. The Tories are leading us blindly off a hard Brexit cliff. Scotland deserves a choice. #scotref,0,
I said very clearly that's not what I intended. I want informed choice when we have clarity on Brexit - based on PM's own timetable.,0,
Scotland deserves an informed choice on our future once the terms of Brexit are known. Read my speech here. #scotref,0,
The Scottish Parliament has voted - overwhelmingly - against the triggering of Article 50. #brexit,0,
"This is a bogus argument from a govt that tells Ireland that, post Brexit, it won't have to choose between trade with EU and UK. ",0,
"1/2 Looking like Brexit will mean low tax, de-regulated race to the bottom, with workers' rights, environmental protection etc under threat",0,
Rough translation - Ruth Davidson wants Brexit UK Tory government to have free hand to take Scotland in whatever bad direction it chooses.,1,
For those asking what I mean by 'soft Brexit' read @scotgov paper on single market membership and expanded powers - http://www.gov.scot/Resource/0051/00512073.pdf,2,
Reasonable assessment. But @ScotGovFM compromise proposals for so-called 'soft' Brexit put forward in good faith. Ball is in PM court.,0,
Looking forward to publishing 'Scotland's Place in Europe' - the first plan anywhere in UK for dealing with Brexit.,2,
My article in today's @FT on a flexible approach to Brexit that would see Scotland's views respected http://on.ft.com/2f5Oy65 via @FT,2,
There is real danger that momentum towards a hard Brexit becomes unstoppable - imperative that PM puts a stop to it.,0,
Unemployment in Scotland down + now below U.K rate. We must not allow #Brexit to jeopardise economic recovery.,0,
The G20 - especially US and Japan interventions - seems to have been a bit of a #Brexit reality check for UK government.,2,
"Heading to Brussels tomorrow for initial meetings incl @Europarl_EN President &amp; @GuyVerhofstadt, one of the @Europarl_EN Brexit negotiators",2,
Serious contribution to the #Brexit debate from @LeanneWood and @fmwales,2,
From today's @guardian - 'May warned of risk of constitutional crisis over Brexit deal by Institute for Government',1,
This is a good - and fairly quick - read for anyone interested in the future of Scotland post-Brexit. Recommended.,2,
"Interesting @FT leader, expressing some sympathy for idea of separate Scottish deal and 'flexible' Brexit ' http://on.ft.com/2eJt8eN via @FT",1,
Theresa May walks into a Brexit trap http://on.ft.com/2dTSmXv via @FT,0,
More hard-headed reality on #Brexit from @CER_Grant (who is a member of my EU Standing Council of Experts).,2,
This simply states the obvious. Surely more detail on the nature/timing of #Brexit must be forthcoming tomorrow.,0,
BBC: Sturgeon to link Brexit to austerity in London speech,0,
Politicians who opposed Indy now pretending that #brexit is great idea because it will give us powers of Indy probably shouldn't be trusted!,0,
.@kezdugdale was right to say indy should be option in event of #Brexit against our will. Shame she seems to be u-turning again already.,0,
"So PM won't debate with opposition leaders. Clearly worried about hard-Brexit, austerity record and scared of Nicola Sturgeon #GE17 #VoteSNP",0,
Front pages look a bit different in Scotland. General Election will be straight fight between @theSNP and hard-Brexit Tories #voteSNP #GE17,2,
"UK 2017: Hard Brexit, Tories threaten war, Empire 2.0, passport colour storm, PM Easter egg bust-up... Scotland has a better future #ScotRef",1,
Pleased to be speaking about protecting Scotland's place in Europe at the Königswinter Conference in Germany #ScotRef #Brexit,0,
Scotland voted against Brexit. PM promised Scotland agreement before signing Art50. There is no deal but she's taking us out of EU anyway!,0,
Worth recalling @theSNP mandate to hold Scottish referendum has 10% higher support than Tory mandate for Brexit referendum #ScotRef,0,
Instead of promised ‘UK-wide’ approach before triggering Art 50: reality is no agreement and no notice! #Brexit https://thecourier.co.uk/fp/news/politics/uk-politics/390282/exclusive-scottish-government-frozen-out-by-downing-st-over-triggering-of-article-50/,0,
If you had any doubts about Brexit car-crash pls read this. The UK Govt is clueless and Scotland should have nothing to do with it #ScotRef,0,
Jaw dropping that given Brexit is the biggest challenge to our economy there was not a single mention of it in the budget #Budget2017,0,
"Having been lied to about £350m NHS 'Brexit bonus', now clear Scotland was lied to about agriculture and fisheries too #hardToryBrexit",0,
Many 'No' supporters in 2014 Indyref are clearly rethinking things as reality of hard Tory Brexit sinks in #Brexit #Scotland #Europe,0,
Did you vote 'No' in #indyref but hard Tory Brexit is not what you want? Read this powerful piece. Pls RT and share. http://www.heraldscotland.com/opinion/columnists/15070391.I_backed_Better_Together_but_now_I_am_for_SNP_and_independence/?ref=twtrec,0,
Must be very difficult for pro European Labour voters after party surrendered to Tories on Brexit. Pls join @theSNP,0,
Scotland voted against Brexit. All Scottish MP's voting tonight opposed Brexit apart from Secretary of State for Scotland #hardToryBrexit,0,
Why would a UK Prime Minister turn down the honour of addressing the national parliament of one of our most important partners? #Brexit,2,
Difficult day for those who thought they helped secure a powerhouse parliament for Scotland and partnership of equals in UK #Brexit,0,
New Scotland Poll: Strong support for Scottish Government approach to protect Scotland's place in Europe via @YouGov #Brexit pls RT,0,
Scotland did not vote to leave the European single market or be part of a damaging hard Tory Brexit. We will protect our place in Europe.,0,
On the day Tories pledge to take us out of the single European market it's confirmed that the most successful countries are in it #Brexit,0,
Scotland didn't vote Tory or for hard Tory Brexit. Single European market option now being blocked by Tories. Scotland will not accept this.,0,
"Must Read: 'Be very afraid, the Brexit nightmare is truly upon us' by @iainmacwhirter in @heraldscotland http://www.heraldscotland.com/news/15190607.Iain_Macwhirter__Be_very_afraid__the_Brexit_nightmare_is_truly_upon_us/",0,
Great front page from @ScotNational. Look forward to seeing in media reviews on Scotland's rejection of Brexit and mandate for #ScotRef,0,
"Even Downing Street is having to confirm timetable for Brexit negotiations, which fits Scottish Government timetable for #ScotRef #Progress",0,
Good to see PM Theresa May agrees there should be a Brexit deal with EU within the Scottish Government timetable for #ScotRef,0,
Good to see that if Scotland has to protect itself in Europe from hard Tory Brexit it won't face 'Spanish veto'. Report via @BBCScotlandNews,0,
Hard Tory Brexit having an impact on Scottish opinion as support for independence grows. Poll via @STVNews,2,
Cross-party call for 'bespoke' Brexit deal for Scotland. Time running out for PM agreement before triggering Art50. http://www.bbc.co.uk/news/uk-scotland-scotland-politics-39168940,0,
Must Read: Hard Brexit is making the case for Scottish independence. #indyrefnew or #hardToryBrexit,0,
Scotland was promised agriculture and fisheries powers by Brexit campaign. Listen to 'Leave' spokesman at 1min30s,1,
Even leading Scottish Labour figures think their party policy is 'ropey'. Want to protect Scotland from hard Tory Brexit? Join @theSNP,0,
Just when you thought it was worrying enough with Trump aligned hard Tory Brexit Britain. Now this. http://www.telegraph.co.uk/news/2017/02/11/journalists-obtain-leaked-official-material-could-sent-prison/,0,
Sunday Reading: As Tory Brexit Britain ignores majority in Scotland another future is possible via @newsundayherald http://www.heraldscotland.com/opinion/15071198.Iain_Macwhirter__decision_time_for_the_Scottish_people/?ref=rl&amp;lp=1,0,
.@theSNP is calling for UK govt to publish Brexit White Paper before committee stage of Art50 legislation #Brexit,2,
Full statement by First Minister @NicolaSturgeon: Scotland faces choice we must make whether we take our future into our own hands #Brexit,0,
BREAKING GOOD NEWS: Supreme Court rules against UK govt on Brexit vote. BAD NEWS: Scottish Parliament denied say about #Brexit,0,
In a UK of 'equal partners' surely Westminster would be bending over backwards to build consent from all parts of the UK? #Brexit,0,
Even the Daily Mail knows that jingoistic flag-waving hard Tory Brexit isn't going down well in Scotland. We chose not to choose #Brexit,0,
Most people in Scotland voted to keep links with Europe. Pledge here to protect Scotland against hard Tory #Brexit http://www.snp.org/make_scotlands_voice_heard?recruiter_id=312010,0,
When UKIP is delighted with the plans of PM Theresa May it should be obvious how bad hard Tory Brexit will be #Brexit,0,
Important that the Scottish Government is still working to protect Scotland's place in Europe from what is a damaging hard Tory #Brexit,0,
Sunday newspapers full of reports that Theresa May backing hard Tory Brexit. Scotland did not vote for this. We will not accept it. #Brexit,0,
Best wishes to all seeking solution to crisis in Northern Ireland. Hard to see how UK can trigger Art50 without agreement. #Brexit,0,
Labour is now as incoherent as the Tories about Brexit. Unlike them both @theSNP supports the single market and freedom of movement #Brexit,0,
While the UK has no Brexit plan or strategy thank goodness the Scottish Government does #Brexit #GMS http://www.snp.org/scotland_brexit_plan_what_you_need_to_know,2,
Empty promises to rural communities exposed as UK Farming Minister struggles with questions from farmers #Brexit http://news.sky.com/story/andrea-leadsoms-brexit-boast-fails-to-impress-farmers-10718020,0,
Very worrying report that 20 per cent of Scottish farmers could quit due to Brexit @FarmingUK @SRUC #Brexit,0,
Very encouraging to see Labour voices supporting plan by Scottish Government to protect Scotland from hard Tory #Brexit,0,
Very welcome message from former Swedish Prime Minister @carlbildt about Scottish Govt plans to protect Scotland's place in Europe #Brexit,0,
Excellent to see support from across the political parties for Scottish Government plan to protect Scotland's place in Europe #Brexit,0,
European media reports Scottish Govt plan to protect Scotland's place in Europe #Brexit @Le_Figaro @DiePressecom @LaVanguardia @IrishTimes,0,
Swiss media covers Scottish plan to stay in single market @SRF #Brexit #Schottland #EU #EFTA,0,
